id,name
GO:0010614,negative regulation of cardiac muscle hypertrophy
GO:0010615,positive regulation of cardiac muscle adaptation
GO:0010616,negative regulation of cardiac muscle adaptation
GO:0010621,negative regulation of transcription by transcription factor localization
GO:0010623,developmental programmed cell death
GO:0010624,regulation of Schwann cell proliferation
GO:0010626,negative regulation of Schwann cell proliferation
GO:0010631,epithelial cell migration
GO:0010632,regulation of epithelial cell migration
GO:0010633,negative regulation of epithelial cell migration
GO:0010634,positive regulation of epithelial cell migration
GO:0010635,regulation of mitochondrial fusion
GO:0010636,positive regulation of mitochondrial fusion
GO:0010637,negative regulation of mitochondrial fusion
GO:0010638,positive regulation of organelle organization
GO:0010639,negative regulation of organelle organization
GO:0010640,regulation of platelet-derived growth factor receptor signaling pathway
GO:0010641,positive regulation of platelet-derived growth factor receptor signaling pathway
GO:0010642,negative regulation of platelet-derived growth factor receptor signaling pathway
GO:0010643,cell communication by chemical coupling
GO:0010644,cell communication by electrical coupling
GO:0010645,regulation of cell communication by chemical coupling
GO:0010649,regulation of cell communication by electrical coupling
GO:0010652,positive regulation of cell communication by chemical coupling
GO:0010656,negative regulation of muscle cell apoptotic process
GO:0010657,muscle cell apoptotic process
GO:0010658,striated muscle cell apoptotic process
GO:0010659,cardiac muscle cell apoptotic process
GO:0010660,regulation of muscle cell apoptotic process
GO:0010661,positive regulation of muscle cell apoptotic process
GO:0010662,regulation of striated muscle cell apoptotic process
GO:0010663,positive regulation of striated muscle cell apoptotic process
GO:0010664,negative regulation of striated muscle cell apoptotic process
GO:0010665,regulation of cardiac muscle cell apoptotic process
GO:0010666,positive regulation of cardiac muscle cell apoptotic process
GO:0010667,negative regulation of cardiac muscle cell apoptotic process
GO:0010668,ectodermal cell differentiation
GO:0010669,epithelial structure maintenance
GO:0010675,regulation of cellular carbohydrate metabolic process
GO:0010676,positive regulation of cellular carbohydrate metabolic process
GO:0010677,negative regulation of cellular carbohydrate metabolic process
GO:0010692,regulation of alkaline phosphatase activity
GO:0010693,negative regulation of alkaline phosphatase activity
GO:0010694,positive regulation of alkaline phosphatase activity
GO:0010700,negative regulation of norepinephrine secretion
GO:0010701,positive regulation of norepinephrine secretion
GO:0010710,regulation of collagen catabolic process
GO:0010712,regulation of collagen metabolic process
GO:0010713,negative regulation of collagen metabolic process
GO:0010714,positive regulation of collagen metabolic process
GO:0010715,regulation of extracellular matrix disassembly
GO:0010716,negative regulation of extracellular matrix disassembly
GO:0010717,regulation of epithelial to mesenchymal transition
GO:0010718,positive regulation of epithelial to mesenchymal transition
GO:0010719,negative regulation of epithelial to mesenchymal transition
GO:0010720,positive regulation of cell development
GO:0010721,negative regulation of cell development
GO:0010724,regulation of definitive erythrocyte differentiation
GO:0010726,positive regulation of hydrogen peroxide metabolic process
GO:0010727,negative regulation of hydrogen peroxide metabolic process
GO:0010728,regulation of hydrogen peroxide biosynthetic process
GO:0010730,negative regulation of hydrogen peroxide biosynthetic process
GO:0010735,positive regulation of transcription via serum response element binding
GO:0010737,protein kinase A signaling
GO:0010738,regulation of protein kinase A signaling
GO:0010739,positive regulation of protein kinase A signaling
GO:0010742,macrophage derived foam cell differentiation
GO:0010743,regulation of macrophage derived foam cell differentiation
GO:0010744,positive regulation of macrophage derived foam cell differentiation
GO:0010745,negative regulation of macrophage derived foam cell differentiation
GO:0010746,regulation of plasma membrane long-chain fatty acid transport
GO:0010748,negative regulation of plasma membrane long-chain fatty acid transport
GO:0010749,regulation of nitric oxide mediated signal transduction
GO:0010751,negative regulation of nitric oxide mediated signal transduction
GO:0010752,regulation of cGMP-mediated signaling
GO:0010755,regulation of plasminogen activation
GO:0010756,positive regulation of plasminogen activation
GO:0010757,negative regulation of plasminogen activation
GO:0010758,regulation of macrophage chemotaxis
GO:0010759,positive regulation of macrophage chemotaxis
GO:0010760,negative regulation of macrophage chemotaxis
GO:0010761,fibroblast migration
GO:0010762,regulation of fibroblast migration
GO:0010763,positive regulation of fibroblast migration
GO:0010764,negative regulation of fibroblast migration
GO:0010765,positive regulation of sodium ion transport
GO:0010766,negative regulation of sodium ion transport
GO:0010767,regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage
GO:0010769,regulation of cell morphogenesis involved in differentiation
GO:0010770,positive regulation of cell morphogenesis involved in differentiation
GO:0010771,negative regulation of cell morphogenesis involved in differentiation
GO:0010792,DNA double-strand break processing involved in repair via single-strand annealing
GO:0010793,regulation of mRNA export from nucleus
GO:0010796,regulation of multivesicular body size
GO:0010799,regulation of peptidyl-threonine phosphorylation
GO:0010800,positive regulation of peptidyl-threonine phosphorylation
GO:0010801,negative regulation of peptidyl-threonine phosphorylation
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway
GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway
GO:0010807,regulation of synaptic vesicle priming
GO:0010810,regulation of cell-substrate adhesion
GO:0010811,positive regulation of cell-substrate adhesion
GO:0010812,negative regulation of cell-substrate adhesion
GO:0010813,neuropeptide catabolic process
GO:0010815,bradykinin catabolic process
GO:0010817,regulation of hormone levels
GO:0010818,T cell chemotaxis
GO:0010819,regulation of T cell chemotaxis
GO:0010820,positive regulation of T cell chemotaxis
GO:0010821,regulation of mitochondrion organization
GO:0010822,positive regulation of mitochondrion organization
GO:0010823,negative regulation of mitochondrion organization
GO:0010824,regulation of centrosome duplication
GO:0010825,positive regulation of centrosome duplication
GO:0010826,negative regulation of centrosome duplication
GO:0010827,regulation of glucose transport
GO:0010828,positive regulation of glucose transport
GO:0010829,negative regulation of glucose transport
GO:0010830,regulation of myotube differentiation
GO:0010831,positive regulation of myotube differentiation
GO:0010832,negative regulation of myotube differentiation
GO:0010833,telomere maintenance via telomere lengthening
GO:0010835,regulation of protein ADP-ribosylation
GO:0010837,regulation of keratinocyte proliferation
GO:0010838,positive regulation of keratinocyte proliferation
GO:0010839,negative regulation of keratinocyte proliferation
GO:0010840,"regulation of circadian sleep/wake cycle, wakefulness"
GO:0010841,"positive regulation of circadian sleep/wake cycle, wakefulness"
GO:0010842,retina layer formation
GO:0010845,positive regulation of reciprocal meiotic recombination
GO:0010847,regulation of chromatin assembly
GO:0010848,regulation of chromatin disassembly
GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation
GO:0010863,positive regulation of phospholipase C activity
GO:0010866,regulation of triglyceride biosynthetic process
GO:0010867,positive regulation of triglyceride biosynthetic process
GO:0010868,negative regulation of triglyceride biosynthetic process
GO:0010869,regulation of receptor biosynthetic process
GO:0010870,positive regulation of receptor biosynthetic process
GO:0010871,negative regulation of receptor biosynthetic process
GO:0010872,regulation of cholesterol esterification
GO:0010873,positive regulation of cholesterol esterification
GO:0010874,regulation of cholesterol efflux
GO:0010875,positive regulation of cholesterol efflux
GO:0010876,lipid localization
GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion
GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling
GO:0010883,regulation of lipid storage
GO:0010884,positive regulation of lipid storage
GO:0010885,regulation of cholesterol storage
GO:0010886,positive regulation of cholesterol storage
GO:0010887,negative regulation of cholesterol storage
GO:0010888,negative regulation of lipid storage
GO:0010889,regulation of sequestering of triglyceride
GO:0010890,positive regulation of sequestering of triglyceride
GO:0010891,negative regulation of sequestering of triglyceride
GO:0010893,positive regulation of steroid biosynthetic process
GO:0010894,negative regulation of steroid biosynthetic process
GO:0010896,regulation of triglyceride catabolic process
GO:0010897,negative regulation of triglyceride catabolic process
GO:0010898,positive regulation of triglyceride catabolic process
GO:0010899,regulation of phosphatidylcholine catabolic process
GO:0010901,regulation of very-low-density lipoprotein particle remodeling
GO:0010902,positive regulation of very-low-density lipoprotein particle remodeling
GO:0010903,negative regulation of very-low-density lipoprotein particle remodeling
GO:0010906,regulation of glucose metabolic process
GO:0010907,positive regulation of glucose metabolic process
GO:0010908,regulation of heparan sulfate proteoglycan biosynthetic process
GO:0010909,positive regulation of heparan sulfate proteoglycan biosynthetic process
GO:0010911,regulation of isomerase activity
GO:0010912,positive regulation of isomerase activity
GO:0010915,regulation of very-low-density lipoprotein particle clearance
GO:0010916,negative regulation of very-low-density lipoprotein particle clearance
GO:0010917,negative regulation of mitochondrial membrane potential
GO:0010918,positive regulation of mitochondrial membrane potential
GO:0010919,regulation of inositol phosphate biosynthetic process
GO:0010921,regulation of phosphatase activity
GO:0010922,positive regulation of phosphatase activity
GO:0010923,negative regulation of phosphatase activity
GO:0010927,cellular component assembly involved in morphogenesis
GO:0010935,regulation of macrophage cytokine production
GO:0010936,negative regulation of macrophage cytokine production
GO:0010939,regulation of necrotic cell death
GO:0010940,positive regulation of necrotic cell death
GO:0010942,positive regulation of cell death
GO:0010944,negative regulation of transcription by competitive promoter binding
GO:0010948,negative regulation of cell cycle process
GO:0010949,negative regulation of intestinal phytosterol absorption
GO:0010950,positive regulation of endopeptidase activity
GO:0010951,negative regulation of endopeptidase activity
GO:0010952,positive regulation of peptidase activity
GO:0010954,positive regulation of protein processing
GO:0010955,negative regulation of protein processing
GO:0010956,negative regulation of calcidiol 1-monooxygenase activity
GO:0010957,negative regulation of vitamin D biosynthetic process
GO:0010958,regulation of amino acid import
GO:0010959,regulation of metal ion transport
GO:0010960,magnesium ion homeostasis
GO:0010961,cellular magnesium ion homeostasis
GO:0010962,regulation of glucan biosynthetic process
GO:0010965,regulation of mitotic sister chromatid separation
GO:0010966,regulation of phosphate transport
GO:0010968,regulation of microtubule nucleation
GO:0010970,establishment of localization by movement along microtubule
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle
GO:0010975,regulation of neuron projection development
GO:0010976,positive regulation of neuron projection development
GO:0010977,negative regulation of neuron projection development
GO:0010979,regulation of vitamin D 24-hydroxylase activity
GO:0010980,positive regulation of vitamin D 24-hydroxylase activity
GO:0010982,regulation of high-density lipoprotein particle clearance
GO:0010983,positive regulation of high-density lipoprotein particle clearance
GO:0010984,regulation of lipoprotein particle clearance
GO:0010985,negative regulation of lipoprotein particle clearance
GO:0010986,positive regulation of lipoprotein particle clearance
GO:0010988,regulation of low-density lipoprotein particle clearance
GO:0010989,negative regulation of low-density lipoprotein particle clearance
GO:0010990,regulation of SMAD protein complex assembly
GO:0010991,negative regulation of SMAD protein complex assembly
GO:0010992,ubiquitin homeostasis
GO:0010993,regulation of ubiquitin homeostasis
GO:0010994,free ubiquitin chain polymerization
GO:0010996,response to auditory stimulus
GO:0010998,regulation of translational initiation by eIF2 alpha phosphorylation
GO:0010999,regulation of eIF2 alpha phosphorylation by heme
GO:0012502,induction of programmed cell death
GO:0014002,astrocyte development
GO:0014003,oligodendrocyte development
GO:0014009,glial cell proliferation
GO:0014010,Schwann cell proliferation
GO:0014012,peripheral nervous system axon regeneration
GO:0014013,regulation of gliogenesis
GO:0014014,negative regulation of gliogenesis
GO:0014015,positive regulation of gliogenesis
GO:0014016,neuroblast differentiation
GO:0014020,primary neural tube formation
GO:0014022,neural plate elongation
GO:0014028,notochord formation
GO:0014029,neural crest formation
GO:0014031,mesenchymal cell development
GO:0014032,neural crest cell development
GO:0014033,neural crest cell differentiation
GO:0014034,neural crest cell fate commitment
GO:0014037,Schwann cell differentiation
GO:0014038,regulation of Schwann cell differentiation
GO:0014040,positive regulation of Schwann cell differentiation
GO:0014041,regulation of neuron maturation
GO:0014042,positive regulation of neuron maturation
GO:0014043,negative regulation of neuron maturation
GO:0014044,Schwann cell development
GO:0014045,establishment of endothelial blood-brain barrier
GO:0014047,glutamate secretion
GO:0014048,regulation of glutamate secretion
GO:0014049,positive regulation of glutamate secretion
GO:0014050,negative regulation of glutamate secretion
GO:0014051,gamma-aminobutyric acid secretion
GO:0014052,regulation of gamma-aminobutyric acid secretion
GO:0014053,negative regulation of gamma-aminobutyric acid secretion
GO:0014054,positive regulation of gamma-aminobutyric acid secretion
GO:0014056,"regulation of acetylcholine secretion, neurotransmission"
GO:0014059,regulation of dopamine secretion
GO:0014060,regulation of epinephrine secretion
GO:0014061,regulation of norepinephrine secretion
GO:0014062,regulation of serotonin secretion
GO:0014063,negative regulation of serotonin secretion
GO:0014065,phosphatidylinositol 3-kinase signaling
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling
GO:0014067,negative regulation of phosphatidylinositol 3-kinase signaling
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling
GO:0014070,response to organic cyclic compound
GO:0014072,response to isoquinoline alkaloid
GO:0014074,response to purine-containing compound
GO:0014075,response to amine
GO:0014076,response to fluoxetine
GO:0014706,striated muscle tissue development
GO:0014707,branchiomeric skeletal muscle development
GO:0014717,regulation of satellite cell activation involved in skeletal muscle regeneration
GO:0014718,positive regulation of satellite cell activation involved in skeletal muscle regeneration
GO:0014719,skeletal muscle satellite cell activation
GO:0014721,twitch skeletal muscle contraction
GO:0014722,regulation of skeletal muscle contraction by calcium ion signaling
GO:0014724,regulation of twitch skeletal muscle contraction
GO:0014728,regulation of the force of skeletal muscle contraction
GO:0014732,skeletal muscle atrophy
GO:0014733,regulation of skeletal muscle adaptation
GO:0014735,regulation of muscle atrophy
GO:0014736,negative regulation of muscle atrophy
GO:0014738,regulation of muscle hyperplasia
GO:0014740,negative regulation of muscle hyperplasia
GO:0014741,negative regulation of muscle hypertrophy
GO:0014742,positive regulation of muscle hypertrophy
GO:0014743,regulation of muscle hypertrophy
GO:0014744,positive regulation of muscle adaptation
GO:0014745,negative regulation of muscle adaptation
GO:0014805,smooth muscle adaptation
GO:0014806,smooth muscle hyperplasia
GO:0014807,regulation of somitogenesis
GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0014809,regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion
GO:0014812,muscle cell migration
GO:0014816,skeletal muscle satellite cell differentiation
GO:0014819,regulation of skeletal muscle contraction
GO:0014820,tonic smooth muscle contraction
GO:0014821,phasic smooth muscle contraction
GO:0014823,response to activity
GO:0014824,artery smooth muscle contraction
GO:0014826,vein smooth muscle contraction
GO:0014827,intestine smooth muscle contraction
GO:0014829,vascular smooth muscle contraction
GO:0014831,gastro-intestinal system smooth muscle contraction
GO:0014832,urinary bladder smooth muscle contraction
GO:0014834,skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration
GO:0014835,myoblast differentiation involved in skeletal muscle regeneration
GO:0014839,myoblast migration involved in skeletal muscle regeneration
GO:0014842,regulation of skeletal muscle satellite cell proliferation
GO:0014846,esophagus smooth muscle contraction
GO:0014848,urinary tract smooth muscle contraction
GO:0014850,response to muscle activity
GO:0014854,response to inactivity
GO:0014855,striated muscle cell proliferation
GO:0014856,skeletal muscle cell proliferation
GO:0014857,regulation of skeletal muscle cell proliferation
GO:0014858,positive regulation of skeletal muscle cell proliferation
GO:0014859,negative regulation of skeletal muscle cell proliferation
GO:0014862,regulation of skeletal muscle contraction by chemo-mechanical energy conversion
GO:0014866,skeletal myofibril assembly
GO:0014870,response to muscle inactivity
GO:0014873,response to muscle activity involved in regulation of muscle adaptation
GO:0014874,response to stimulus involved in regulation of muscle adaptation
GO:0014877,response to muscle inactivity involved in regulation of muscle adaptation
GO:0014878,response to electrical stimulus involved in regulation of muscle adaptation
GO:0014883,transition between fast and slow fiber
GO:0014886,transition between slow and fast fiber
GO:0014887,cardiac muscle adaptation
GO:0014888,striated muscle adaptation
GO:0014889,muscle atrophy
GO:0014891,striated muscle atrophy
GO:0014894,response to denervation involved in regulation of muscle adaptation
GO:0014896,muscle hypertrophy
GO:0014897,striated muscle hypertrophy
GO:0014898,cardiac muscle hypertrophy in response to stress
GO:0014900,muscle hyperplasia
GO:0014902,myotube differentiation
GO:0014904,myotube cell development
GO:0014908,myotube differentiation involved in skeletal muscle regeneration
GO:0014909,smooth muscle cell migration
GO:0014910,regulation of smooth muscle cell migration
GO:0014911,positive regulation of smooth muscle cell migration
GO:0014912,negative regulation of smooth muscle cell migration
GO:0014916,regulation of lung blood pressure
GO:0015012,heparan sulfate proteoglycan biosynthetic process
GO:0015014,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process"
GO:0015015,"heparan sulfate proteoglycan biosynthetic process, enzymatic modification"
GO:0015074,DNA integration
GO:0015669,gas transport
GO:0015670,carbon dioxide transport
GO:0015671,oxygen transport
GO:0015672,monovalent inorganic cation transport
GO:0015677,copper ion import
GO:0015680,intracellular copper ion transport
GO:0015682,ferric iron transport
GO:0015684,ferrous iron transport
GO:0015688,iron chelate transport
GO:0015691,cadmium ion transport
GO:0015693,magnesium ion transport
GO:0015695,organic cation transport
GO:0015696,ammonium transport
GO:0015697,quaternary ammonium group transport
GO:0015698,inorganic anion transport
GO:0015701,bicarbonate transport
GO:0015705,iodide transport
GO:0015711,organic anion transport
GO:0015712,hexose phosphate transport
GO:0015718,monocarboxylic acid transport
GO:0015721,bile acid and bile salt transport
GO:0015722,canalicular bile acid transport
GO:0015727,lactate transport
GO:0015732,prostaglandin transport
GO:0015740,C4-dicarboxylate transport
GO:0015742,alpha-ketoglutarate transport
GO:0015744,succinate transport
GO:0015746,citrate transport
GO:0015747,urate transport
GO:0015748,organophosphate ester transport
GO:0015749,monosaccharide transport
GO:0015755,fructose transport
GO:0015758,glucose transport
GO:0015760,glucose-6-phosphate transport
GO:0015780,nucleotide-sugar transport
GO:0015781,pyrimidine nucleotide-sugar transport
GO:0015785,UDP-galactose transport
GO:0015788,UDP-N-acetylglucosamine transport
GO:0015791,polyol transport
GO:0015793,glycerol transport
GO:0015798,myo-inositol transport
GO:0015800,acidic amino acid transport
GO:0015801,aromatic amino acid transport
GO:0015802,basic amino acid transport
GO:0015803,branched-chain amino acid transport
GO:0015804,neutral amino acid transport
GO:0015807,L-amino acid transport
GO:0015808,L-alanine transport
GO:0015809,arginine transport
GO:0015810,aspartate transport
GO:0015811,L-cystine transport
GO:0015812,gamma-aminobutyric acid transport
GO:0015813,L-glutamate transport
GO:0015816,glycine transport
GO:0015817,histidine transport
GO:0015819,lysine transport
GO:0015820,leucine transport
GO:0015822,ornithine transport
GO:0015824,proline transport
GO:0015825,L-serine transport
GO:0015827,tryptophan transport
GO:0015833,peptide transport
GO:0015837,amine transport
GO:0015838,amino-acid betaine transport
GO:0015840,urea transport
GO:0015842,aminergic neurotransmitter loading into synaptic vesicle
GO:0015844,monoamine transport
GO:0015846,polyamine transport
GO:0015847,putrescine transport
GO:0015849,organic acid transport
GO:0015850,organic hydroxy compound transport
GO:0015851,nucleobase transport
GO:0015853,adenine transport
GO:0015855,pyrimidine nucleobase transport
GO:0015858,nucleoside transport
GO:0015860,purine nucleoside transmembrane transport
GO:0015864,pyrimidine nucleoside transport
GO:0015865,purine nucleotide transport
GO:0015866,ADP transport
GO:0015867,ATP transport
GO:0015868,purine ribonucleotide transport
GO:0015870,acetylcholine transport
GO:0015871,choline transport
GO:0015872,dopamine transport
GO:0015874,norepinephrine transport
GO:0015876,acetyl-CoA transport
GO:0015879,carnitine transport
GO:0015880,coenzyme A transport
GO:0015881,creatine transport
GO:0015882,L-ascorbic acid transport
GO:0015884,folic acid transport
GO:0015886,heme transport
GO:0015888,thiamine transport
GO:0015889,cobalamin transport
GO:0015891,siderophore transport
GO:0015893,drug transport
GO:0015908,fatty acid transport
GO:0015909,long-chain fatty acid transport
GO:0015910,peroxisomal long-chain fatty acid import
GO:0015914,phospholipid transport
GO:0015916,fatty-acyl-CoA transport
GO:0015918,sterol transport
GO:0015919,peroxisomal membrane transport
GO:0015920,lipopolysaccharide transport
GO:0015931,nucleobase-containing compound transport
GO:0015936,coenzyme A metabolic process
GO:0015937,coenzyme A biosynthetic process
GO:0015938,coenzyme A catabolic process
GO:0015939,pantothenate metabolic process
GO:0015942,formate metabolic process
GO:0015949,nucleobase-containing small molecule interconversion
GO:0015959,diadenosine polyphosphate metabolic process
GO:0015960,diadenosine polyphosphate biosynthetic process
GO:0015965,diadenosine tetraphosphate metabolic process
GO:0015966,diadenosine tetraphosphate biosynthetic process
GO:0015980,energy derivation by oxidation of organic compounds
GO:0015985,"energy coupled proton transport, down electrochemical gradient"
GO:0015986,ATP synthesis coupled proton transport
GO:0015988,"energy coupled proton transmembrane transport, against electrochemical gradient"
GO:0015991,ATP hydrolysis coupled proton transport
GO:0015992,proton transport
GO:0015993,molecular hydrogen transport
GO:0016024,CDP-diacylglycerol biosynthetic process
GO:0016031,tRNA import into mitochondrion
GO:0016032,viral process
GO:0016042,lipid catabolic process
GO:0016045,detection of bacterium
GO:0016048,detection of temperature stimulus
GO:0016049,cell growth
GO:0016050,vesicle organization
GO:0016051,carbohydrate biosynthetic process
GO:0016052,carbohydrate catabolic process
GO:0016053,organic acid biosynthetic process
GO:0016054,organic acid catabolic process
GO:0016055,Wnt signaling pathway
GO:0016056,rhodopsin mediated signaling pathway
GO:0016062,adaptation of rhodopsin mediated signaling
GO:0016064,immunoglobulin mediated immune response
GO:0016071,mRNA metabolic process
GO:0016072,rRNA metabolic process
GO:0016073,snRNA metabolic process
GO:0016074,snoRNA metabolic process
GO:0016075,rRNA catabolic process
GO:0016078,tRNA catabolic process
GO:0016079,synaptic vesicle exocytosis
GO:0016080,synaptic vesicle targeting
GO:0016081,synaptic vesicle docking
GO:0016082,synaptic vesicle priming
GO:0016093,polyprenol metabolic process
GO:0016094,polyprenol biosynthetic process
GO:0016095,polyprenol catabolic process
GO:0016098,monoterpenoid metabolic process
GO:0016101,diterpenoid metabolic process
GO:0016102,diterpenoid biosynthetic process
GO:0016103,diterpenoid catabolic process
GO:0016107,sesquiterpenoid catabolic process
GO:0016114,terpenoid biosynthetic process
GO:0016115,terpenoid catabolic process
GO:0016119,carotene metabolic process
GO:0016125,sterol metabolic process
GO:0016126,sterol biosynthetic process
GO:0016127,sterol catabolic process
GO:0016137,glycoside metabolic process
GO:0016139,glycoside catabolic process
GO:0016180,snRNA processing
GO:0016188,synaptic vesicle maturation
GO:0016197,endosomal transport
GO:0016198,axon choice point recognition
GO:0016199,axon midline choice point recognition
GO:0016202,regulation of striated muscle tissue development
GO:0016226,iron-sulfur cluster assembly
GO:0016233,telomere capping
GO:0016236,macroautophagy
GO:0016237,lysosomal microautophagy
GO:0016239,positive regulation of macroautophagy
GO:0016241,regulation of macroautophagy
GO:0016242,negative regulation of macroautophagy
GO:0016246,RNA interference
GO:0016254,preassembly of GPI anchor in ER membrane
GO:0016255,attachment of GPI anchor to protein
GO:0016256,N-glycan processing to lysosome
GO:0016259,selenocysteine metabolic process
GO:0016264,gap junction assembly
GO:0016266,O-glycan processing
GO:0016267,"O-glycan processing, core 1"
GO:0016311,dephosphorylation
GO:0016320,endoplasmic reticulum membrane fusion
GO:0016321,female meiosis chromosome segregation
GO:0016322,neuron remodeling
GO:0016331,morphogenesis of embryonic epithelium
GO:0016332,establishment or maintenance of polarity of embryonic epithelium
GO:0016337,single organismal cell-cell adhesion
GO:0016338,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules
GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0016340,calcium-dependent cell-matrix adhesion
GO:0016344,meiotic chromosome movement towards spindle pole
GO:0016358,dendrite development
GO:0016441,posttranscriptional gene silencing
GO:0016444,somatic cell DNA recombination
GO:0016445,somatic diversification of immunoglobulins
GO:0016446,somatic hypermutation of immunoglobulin genes
GO:0016447,somatic recombination of immunoglobulin gene segments
GO:0016458,gene silencing
GO:0016476,regulation of embryonic cell shape
GO:0016477,cell migration
GO:0016479,negative regulation of transcription from RNA polymerase I promoter
GO:0016480,negative regulation of transcription from RNA polymerase III promoter
GO:0016482,cytoplasmic transport
GO:0016485,protein processing
GO:0016486,peptide hormone processing
GO:0016487,farnesol metabolic process
GO:0016488,farnesol catabolic process
GO:0016525,negative regulation of angiogenesis
GO:0016539,intein-mediated protein splicing
GO:0016540,protein autoprocessing
GO:0016553,base conversion or substitution editing
GO:0016554,cytidine to uridine editing
GO:0016556,mRNA modification
GO:0016557,peroxisome membrane biogenesis
GO:0016558,protein import into peroxisome matrix
GO:0016559,peroxisome fission
GO:0016560,"protein import into peroxisome matrix, docking"
GO:0016561,"protein import into peroxisome matrix, translocation"
GO:0016567,protein ubiquitination
GO:0016568,chromatin modification
GO:0016569,covalent chromatin modification
GO:0016570,histone modification
GO:0016571,histone methylation
GO:0016572,histone phosphorylation
GO:0016573,histone acetylation
GO:0016574,histone ubiquitination
GO:0016575,histone deacetylation
GO:0016576,histone dephosphorylation
GO:0016577,histone demethylation
GO:0016578,histone deubiquitination
GO:0016579,protein deubiquitination
GO:0016584,nucleosome positioning
GO:0016598,protein arginylation
GO:0016601,Rac protein signal transduction
GO:0016925,protein sumoylation
GO:0016926,protein desumoylation
GO:0016973,poly(A)+ mRNA export from nucleus
GO:0016998,cell wall macromolecule catabolic process
GO:0017004,cytochrome complex assembly
GO:0017014,protein nitrosylation
GO:0017015,regulation of transforming growth factor beta receptor signaling pathway
GO:0017038,protein import
GO:0017055,negative regulation of RNA polymerase II transcriptional preinitiation complex assembly
GO:0017062,respiratory chain complex III assembly
GO:0017085,response to insecticide
GO:0017121,phospholipid scrambling
GO:0017143,insecticide metabolic process
GO:0017144,drug metabolic process
GO:0017145,stem cell division
GO:0017148,negative regulation of translation
GO:0017156,calcium ion regulated exocytosis
GO:0017157,regulation of exocytosis
GO:0017158,regulation of calcium ion-dependent exocytosis
GO:0017182,peptidyl-diphthamide metabolic process
GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine
GO:0017185,peptidyl-lysine hydroxylation
GO:0017186,"peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase"
GO:0017187,peptidyl-glutamic acid carboxylation
GO:0017196,N-terminal peptidyl-methionine acetylation
GO:0017198,N-terminal peptidyl-serine acetylation
GO:0018002,N-terminal peptidyl-glutamic acid acetylation
GO:0018003,peptidyl-lysine N6-acetylation
GO:0018008,N-terminal peptidyl-glycine N-myristoylation
GO:0018022,peptidyl-lysine methylation
GO:0018023,peptidyl-lysine trimethylation
GO:0018026,peptidyl-lysine monomethylation
GO:0018027,peptidyl-lysine dimethylation
GO:0018065,protein-cofactor linkage
GO:0018076,N-terminal peptidyl-lysine acetylation
GO:0018094,protein polyglycylation
GO:0018095,protein polyglutamylation
GO:0018101,protein citrullination
GO:0018103,protein C-linked glycosylation
GO:0018105,peptidyl-serine phosphorylation
GO:0018107,peptidyl-threonine phosphorylation
GO:0018108,peptidyl-tyrosine phosphorylation
GO:0018117,protein adenylylation
GO:0018119,peptidyl-cysteine S-nitrosylation
GO:0018125,peptidyl-cysteine methylation
GO:0018126,protein hydroxylation
GO:0018146,keratan sulfate biosynthetic process
GO:0018149,peptide cross-linking
GO:0018158,protein oxidation
GO:0018171,peptidyl-cysteine oxidation
GO:0018175,protein nucleotidylation
GO:0018195,peptidyl-arginine modification
GO:0018196,peptidyl-asparagine modification
GO:0018197,peptidyl-aspartic acid modification
GO:0018198,peptidyl-cysteine modification
GO:0018199,peptidyl-glutamine modification
GO:0018200,peptidyl-glutamic acid modification
GO:0018201,peptidyl-glycine modification
GO:0018202,peptidyl-histidine modification
GO:0018205,peptidyl-lysine modification
GO:0018206,peptidyl-methionine modification
GO:0018208,peptidyl-proline modification
GO:0018209,peptidyl-serine modification
GO:0018210,peptidyl-threonine modification
GO:0018211,peptidyl-tryptophan modification
GO:0018212,peptidyl-tyrosine modification
GO:0018214,protein carboxylation
GO:0018216,peptidyl-arginine methylation
GO:0018230,peptidyl-L-cysteine S-palmitoylation
GO:0018231,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine
GO:0018242,protein O-linked glycosylation via serine
GO:0018243,protein O-linked glycosylation via threonine
